brand,brand_rank,model,diameter_mm,thickness_mm,lug_to_lug_mm,caliber,price_tier,market_momentum,data_confidence,production_status,source_file
Minerva,123,Montblanc 1858 Monopusher / M16.29,≈44,≈14.5,≈52,Minerva M16.29 ручной,15k_plus,insider_hype,оц.класс,revived,minerva.md
Minerva,123,Minerva The Unveiled Crownless ref. 137544,41–41.5,12,≈49,"Minerva M15.08, ручной",15k_plus,insider_hype,смеш.,revived,minerva.md
Montblanc,124,Iced Sea Automatic Date ref. MB133300,38,12.9,≈46,"MB 24.17, Sellita-class automatic",2k_5k,macro_trend,смеш.,active,montblanc.md
Montblanc,124,Heritage Automatic ref. 119944,40,11.65,≈47,"MB 24.26, Sellita-based",2k_5k,contrarian,смеш.,active,montblanc.md
Montblanc,124,1858 Geosphere ref. 117837,42,12.8,≈49,"MB 29.25, Sellita SW300 + module",5k_10k,evergreen,смеш.,active,montblanc.md
Eterna,125,KonTiki Four-Hands ref. 1592,42,≈12,≈49,ETA 2836-2 / Eterna 3916A по версии,1k_2k,contrarian,смеш.,active,eterna.md
Eterna,125,Super KonTiki ref. 1273.41,44–45,13.7,≈51,ETA 2824-2 / Sellita SW200-1,1k_2k,contrarian,смеш.,active,eterna.md
Eterna,125,Heritage 1948 Moonphase ref. 2958.41,≈40,≈14,≈48,Valjoux 7751-class automatic,2k_5k,contrarian,смеш.,active,eterna.md
Movado,126,Museum Classic 0608008,40,≈7.5,≈44,Swiss quartz,500_1k,evergreen,смеш.,active,movado.md
Movado,126,Movado BOLD,≈34–48,≈8–12,≈40–54,преимущественно quartz,500_1k,macro_trend,смеш.,active,movado.md
Movado,126,Series 800 Chronograph 2600179,≈42,≈12,≈49,Swiss quartz chronograph,1k_2k,evergreen,смеш.,active,movado.md
Cyma,127,Charisma current,≈32–40,≈8–11,≈38–47,Swiss quartz/automatic по SKU,1k_2k,contrarian,смеш.,active,cyma.md
Cyma,127,Europa current,≈35–41,≈9–12,≈42–48,external Swiss movement,1k_2k,contrarian,смеш.,active,cyma.md
Cyma,127,Cyma WWW Dirty Dozen P8344,38,≈11,≈46,"Cyma 234, ручной",2k_5k,evergreen,смеш.,active,cyma.md
Roamer,128,Searock Automatic 210665,42,11,≈49,Soprod P024 / STP1-11 (страница противоречива),500_1k,evergreen,смеш.,active,roamer.md
Roamer,128,Vanguard / Vanguard Chronograph,≈42,≈12,≈49,Ronda quartz / automatic по версии,500_1k,contrarian,оц.класс,active,roamer.md
Roamer,128,Competence Skeleton IV,43,≈12,≈50,Sellita/Soprod automatic skeleton,500_1k,insider_hype,смеш.,active,roamer.md
Rotary,129,Ultra Slim GS08013/01,38,5.7,≈43,quartz,under_300,evergreen,смеш.,active,rotary.md
Rotary,129,Henley Automatic GB05380/04,42,≈12,≈49,external automatic,300_500,contrarian,смеш.,active,rotary.md
Rotary,129,Legacy Automatic GB90166/03,≈40,≈10,≈47,Sellita SW200 automatic,500_1k,contrarian,оц.класс,active,rotary.md
Record Watch Co.,130,Record Chronometer / De Luxe 1950–60-е,≈33–35,≈9–11,≈40–43,"Record manual/automatic, зависит от ref.",2k_5k,contrarian,смеш.,vintage_only,record.md
Record Watch Co.,130,Record WWW Dirty Dozen,≈36.5,≈11,≈45,"Record cal. 022K, ручной",2k_5k,evergreen,смеш.,vintage_only,record.md
Record Watch Co.,130,Datofix ref. 4398 / cal. 107CLD,≈35,≈11,≈42,"Record 107CLD, ручной triple calendar moonphase",5k_10k,insider_hype,смеш.,vintage_only,record.md
Cortébert,131,Cortébert Grand Prix / Cal. 678,данные отсутствуют,данные отсутствуют,данные отсутствуют,"Cal. 678, 17 камней; обозначение присутствует в листинге (https://www.chrono24.com/cortebert/index.htm)",under_300,contrarian,смеш.,revived,cortebert.md
Cortébert,131,"Cortébert 616/618 — исторический ручной калибр, включая Rolex/Panerai-контекст",16 линий (https://perezcope.com/movements/),8–11 мм,40–46 мм,"Cortébert 616/618; для 618 — 17 камней, спираль Breguet (https://perezcope.com/movements/)",300_500,contrarian,смеш.,revived,cortebert.md
Cortébert,131,"Cortébert Diver 200m Calendar Date — поздняя/современная модель, атрибуция требует проверки",42 мм (https://www.chrono24.com/cortebert/index.htm),12–15 мм,49–52 мм,данные отсутствуют,300_500,contrarian,смеш.,revived,cortebert.md
Enicar,132,"Enicar Sherpa Super-Dive, ref. 144-35-02",39 мм (https://kibblewatches.co.uk/products/1960s-enicar-sherpa-super-dive-39mm-automatic-144-35-02),"13,5 мм (https://kibblewatches.co.uk/products/1960s-enicar-sherpa-super-dive-39mm-automatic-144-35-02)",49 мм (https://kibblewatches.co.uk/products/1960s-enicar-sherpa-super-dive-39mm-automatic-144-35-02),"Enicar AR 1145, автоматический (https://kibblewatches.co.uk/products/1960s-enicar-sherpa-super-dive-39mm-automatic-144-35-02)",2k_5k,evergreen,смеш.,revived,enicar.md
Enicar,132,"Enicar Sherpa Jet, GMT-исполнения, ref. 146/003 и родственные",40 мм; для семейства также указаны варианты 36 и около 42 мм (https://www.fratellowatches.com/tbt-enicar-sherpa-super-jet/),14 мм (https://www.fratellowatches.com/tbt-enicar-sherpa-super-jet/),около 49 мм (https://www.fratellowatches.com/tbt-enicar-sherpa-super-jet/),данные отсутствуют,2k_5k,evergreen,смеш.,revived,enicar.md
Enicar,132,"Enicar Sherpa Graph, ref. 072-02-01 / Mark II–IV",40 мм (https://www.tickingtimehomme.com/shop/1968-enicar-sherpa-graph-mark-iv-eni-0201-m01-001),"13,5 мм для Mark IV; 14,5 мм для Mark II (https://www.tickingtimehomme.com/shop/1968-enicar-sherpa-graph-mark-iv-eni-0201-m01-001) (https://shop.hodinkee.com/products/1960s-enicar-sherpa-graph-mark-2-072-001)","49,3 мм для Mark IV (https://www.tickingtimehomme.com/shop/1968-enicar-sherpa-graph-mark-iv-eni-0201-m01-001)","Valjoux 72, ручной завод (https://enicar101.com/sherpa-graph-mkiii/)",10k_15k,insider_hype,смеш.,revived,enicar.md
Solvil et Titus,133,"Classicist W06-03044-001, 3 стрелки и дата",42 мм (https://www.citychain.com.sg/products/solvil-et-titus-classicist-w06-03044-001-3-hands-date-quartz-men-watch),9 мм (https://www.citychain.com.sg/products/solvil-et-titus-classicist-w06-03044-001-3-hands-date-quartz-men-watch),около 50 мм,данные отсутствуют,under_300,evergreen,смеш.,active,solvil-et-titus.md
Solvil et Titus,133,Modernist Chronograph W06-03338-001 / -007 / -008,44 мм (https://www.solvil-et-titus.hk/products/modernist-chronograph-quartz-stainless-steel-men-watch-w06-03338-001),"12,5 мм (https://www.solvil-et-titus.hk/products/modernist-chronograph-quartz-stainless-steel-men-watch-w06-03338-001)","около 52,8 мм",Epson VR32 (https://www.solvil-et-titus.hk/products/modernist-chronograph-quartz-stainless-steel-men-watch-w06-03338-001),under_300,evergreen,смеш.,active,solvil-et-titus.md
Solvil et Titus,133,Perfect Gentleman,данные отсутствуют,"≈11–14 мм (база оценки: актуальные мужские автоматические Solvil et Titus — Cervus W06-03403-002 толщиной 12,05 мм и The Cape W06-03227-005 толщиной 14,3 мм; отдельный референс Perfect Gentleman не идентифицирован) (https://solvil-et-titus.sg/products/cervus-3-hands-mechanical-stainless-steel-men-watch-w06-03403-002)","≈47–51 мм (база оценки: корпуса актуальных мужских dress-моделей бренда диаметром 39–42 мм и типовое отношение L2L/диаметр 1,20–1,22; отдельный референс Perfect Gentleman не идентифицирован) (https://solvil-et-titus.sg/products/cervus-3-hands-mechanical-stainless-steel-men-watch-w06-03403-002)",данные отсутствуют,300_500,evergreen,смеш.,active,solvil-et-titus.md
Smiths,134,"Smiths Everest PRS-25, 36 мм",36 мм (https://www.timefactors.com/products/smiths-everest-prs-25-36mm-black-dial),"11,4 мм (https://www.timefactors.com/products/smiths-everest-prs-25-36mm-black-dial)","43,5 мм (https://www.timefactors.com/products/smiths-everest-prs-25-36mm-black-dial)",Miyota 9039 (https://www.timefactors.com/products/smiths-everest-prs-25-36mm-black-dial),300_500,contrarian,смеш.,revived,smiths.md
Smiths,134,"Smiths Military PRS-29A / W10, 36 мм",36 мм (https://www.timefactors.com/products/smiths-military-prs-29),"11,1 мм (https://www.timefactors.com/products/smiths-military-prs-29)","46,8 мм (https://www.timefactors.com/products/smiths-military-prs-29)",ETA 2801-2 (https://www.timefactors.com/products/smiths-military-prs-29),300_500,contrarian,смеш.,revived,smiths.md
Smiths,134,Smiths Traveller PRS-58,38 мм (https://www.timefactors.com/products/smiths-traveller-prs-58),15 мм (https://www.timefactors.com/products/smiths-traveller-prs-58),45 мм (https://www.timefactors.com/products/smiths-traveller-prs-58),Miyota 9075 (https://www.timefactors.com/products/smiths-traveller-prs-58),500_1k,contrarian,смеш.,revived,smiths.md
Sea-Gull,135,"Sea-Gull Ocean Star / Ocean Star Pro, ref. 816.523 или 816.42.1210","43,5–44 мм (https://12and60.com/sea-gull-ocean-star-watch-review/)","12,3–13 мм (https://poljot24.de/en/816-42-1210.html)",50 мм для Pro (https://poljot24.de/en/816-42-1210.html),"ST2130, автоматический, дата, остановка секунд (https://www.seagullwatchcompany.com/product-page/seagull-ocean-star-mechanical-diving-swimming-sport-watch-816-523)",300_500,evergreen,смеш.,active,sea-gull.md
Sea-Gull,135,"Sea-Gull 1963 / 1963 Series Times Edition Reissue, ref. 819.17.1963A","37,3 мм (https://en.seagullwatch.com/zh-hans/products/seagull-1963-chronograph-watch-times-edition-reissue-37-3mm-1963a)",около 15 мм (https://en.seagullwatch.com/zh-hans/products/seagull-1963-chronograph-watch-times-edition-reissue-37-3mm-1963a),около 47 мм (https://en.seagullwatch.com/zh-hans/products/seagull-1963-chronograph-watch-times-edition-reissue-37-3mm-1963a),"ST1901, ручной завод, 22 камня, колонное колесо (https://en.seagullwatch.com/zh-hans/products/seagull-1963-chronograph-watch-times-edition-reissue-37-3mm-1963a)",500_1k,evergreen,смеш.,active,sea-gull.md
Sea-Gull,135,"Sea-Gull Ultra-thin Automatic Tourbillon, ref. 818.12.8850",около 42 мм (https://en.seagullwatch.com/fr/products/mouette-montre-tourbillon-automatique-ultra-mince-42mm-8850),"около 9,4 мм (https://seagullwatchofficial.com/products/ultra-thin-tourbillon-watch-8850)",≈48 мм (https://en.seagullwatch.com/products/seagull-ultra-thin-automatic-tourbillon-watch-42mm-8850),"ST8610, автоматический турбийон, 34 камня (https://seagullwatchofficial.com/products/ultra-thin-tourbillon-watch-8850)",2k_5k,contrarian,смеш.,active,sea-gull.md
Shanghai Watch,136,Originate 39 mm — 21OR-50-ST21-SRNT,39 мм (https://chinawatchshop.com/products/173),"10,95 мм (https://chinawatchshop.com/products/173)",оценочно 46–48 мм,"Sea-Gull ST21, автоматический, 28 камней (https://chinawatchshop.com/products/173)",300_500,evergreen,смеш.,revived,shanghai-watch.md
Shanghai Watch,136,A623 Revival / Shanghai Watch In Red — SD078.1553.018.08,36 мм (https://shanghaiwatch.com/products/shanghai-watch-in-red-a623-revival-mechanical-watch),"9,60 мм (https://shanghaiwatch.com/products/shanghai-watch-in-red-a623-revival-mechanical-watch)",оценочно 43–45 мм,данные отсутствуют,300_500,evergreen,смеш.,revived,shanghai-watch.md
Shanghai Watch,136,A581 Shanghai — A581 Reissue / HL581,35 мм (https://chinawatchshop.com/products/1958),"11,5 мм (https://chinawatchshop.com/products/1958)",оценочно 42–44 мм,"SS7, ручной завод, 17 камней (https://chinawatchshop.com/products/1958)",2k_5k,evergreen,смеш.,revived,shanghai-watch.md
Beijing Watch Factory / Beijing Watch,137,Beijing The Great Wall Watch 41mm (BG030007),"41,00 мм (https://beijingwatches.com/products/beijing-the-great-wall-brick-texture-dial-watch-41mm)","10,80 мм (https://beijingwatches.com/products/beijing-the-great-wall-brick-texture-dial-watch-41mm)","≈49–50 мм (база оценки: официальный диаметр 41 мм и типовое отношение L2L/диаметр 1,20–1,22 для круглого dress-корпуса; производитель L2L не публикует) (https://beijingwatches.com/products/beijing-the-great-wall-brick-texture-dial-watch-41mm)",данные отсутствуют,300_500,evergreen,смеш.,active,beijing-watch.md
Beijing Watch Factory / Beijing Watch,137,Beijing Beihai BG010001 — dress,40 мм (http://wap.beijingwatch.com/item/39),"9,25 мм (http://wap.beijingwatch.com/item/39)","≈48–49 мм (база оценки: официальный диаметр 40 мм BG010001 и типовое отношение L2L/диаметр 1,20–1,22; завод L2L не публикует) (http://wap.beijingwatch.com/item/39)","B18, ручной завод (http://wap.beijingwatch.com/item/39)",500_1k,contrarian,смеш.,active,beijing-watch.md
Beijing Watch Factory / Beijing Watch,137,Beijing Bladelegant Tourbillon Watch Limited Edition 43mm,43 мм (https://beijingwatches.com/collections/bladelegant),"11,35 мм (https://beijingwatches.com/products/beijing-bladelegant-tourbillon-watch-limited-edition-43mm)","≈51–53 мм (база оценки: официальный диаметр 43 мм и типовое отношение L2L/диаметр 1,19–1,23 для круглого корпуса; производитель L2L не публикует) (https://beijingwatches.com/products/beijing-bladelegant-tourbillon-watch-limited-edition-43mm)",данные отсутствуют,2k_5k,contrarian,смеш.,active,beijing-watch.md
HMT,138,"HMT Janata, винтажная механическая версия",36 мм (https://www.chrono24.fr/all/hmt-janata--id44537249.htm),"7 мм (https://www.chrono24.fr/all/hmt-janata--id44537249.htm); 9,6 мм (https://www.watchcrunch.com/ofQuartz/reviews/hmt-janata-140176-review-1393)","44,2 мм (https://www.watchcrunch.com/ofQuartz/reviews/hmt-janata-140176-review-1393)","HMT 0231, ручной завод, 17 камней (https://www.chrono24.fr/all/hmt-janata--id44537249.htm)",under_300,evergreen,смеш.,nos_stock,hmt.md
HMT,138,HMT Pilot,35–38 мм,9–10 мм (https://www.watchcrunch.com/dksanghvi/collection/hmt-pilot-23-906900) (https://www.thewatchdude.com/2025/07/wristwatch-review-refurbished-vintage.html) (разброс измеренных винтажных экземпляров),≈42–45 мм (https://www.watchcrunch.com/dksanghvi/collection/hmt-pilot-23-906900) (https://www.thewatchdude.com/2025/07/wristwatch-review-refurbished-vintage.html) (разброс измеренных винтажных экземпляров),"HMT 0231 / Citizen 0201-derived, ручной завод (база оценки: типовая и многократно документированная комплектация HMT Pilot; конкретный экземпляр требует сверки механизма)",under_300,contrarian,смеш.,nos_stock,hmt.md
HMT,138,"HMT Kohinoor, ручная механика","31 мм (https://theindianwatchguy.wordpress.com/2020/12/23/the-hmt-kohinoor/); около 38,5 мм с заводной головкой (https://www.watchcrunch.com/ofQuartz/reviews/hmt-janata-140176-review-1393)","10,5 мм (https://www.watchcrunch.com/ofQuartz/reviews/hmt-janata-140176-review-1393)","40,9 мм (https://theindianwatchguy.wordpress.com/2020/12/23/the-hmt-kohinoor/)","HMT 0231, ручной завод, 17 камней (https://theindianwatchguy.wordpress.com/2020/12/23/the-hmt-kohinoor/)",under_300,contrarian,смеш.,nos_stock,hmt.md
Luch,139,Luch One-hand 71950990,"37,6 мм (https://luch.by/en/kollektsii/odnostrelochnik/71950990/)","10,2 мм (https://luch.by/en/kollektsii/odnostrelochnik/71950990/)",около 45 мм (https://luch.by/en/kollektsii/odnostrelochnik/71950990/),"Luch 1801.1Н, ручной завод, 15 камней (https://luch.by/en/kollektsii/odnostrelochnik/71950990/)",under_300,evergreen,смеш.,active,luch.md
Luch,139,Luch One-hand NEW 71950540,"37,6 мм (https://luch.by/en/kollektsii/odnostrelochnik/71950540/)",11 мм (https://luch.by/en/kollektsii/odnostrelochnik/71950540/),около 45 мм (https://luch.by/en/kollektsii/odnostrelochnik/71950540/),"Luch 1801.1Н, ручной завод, 15 камней (https://luch.by/en/kollektsii/odnostrelochnik/71950540/)",under_300,evergreen,смеш.,active,luch.md
Luch,139,Luch Classic 76730567,около 40 мм (https://tempus.ru/catalog/watches/luch/luch_classic/luch_76730567/),13 мм (https://tempus.ru/catalog/watches/luch/luch_classic/luch_76730567/),около 48 мм (https://tempus.ru/catalog/watches/luch/luch_classic/luch_76730567/),"Ronda, Швейцария, кварц; калибр не указан (https://luch.by/en/kollektsii/classic/)",under_300,evergreen,смеш.,active,luch.md
Slava,140,"Heritage/Tradition, 2427",≈38 мм,≈11–13 мм,≈45–48 мм,Slava 2427 (https://slava.su/blog/mehanizm-2427-slava-legenda-sssr/),under_300,contrarian,смеш.,active,slava.md
Slava,140,Sadko/Amphibia-adjacent,≈40–42 мм,≈12–14 мм,≈48–51 мм,данные отсутствуют,under_300,contrarian,смеш.,active,slava.md
Slava,140,Tradition/Business dress,≈36–39 мм,≈10–13 мм,≈43–47 мм,данные отсутствуют,under_300,contrarian,смеш.,active,slava.md
Молния (Molnija),141,"Карманная Молния 3602, советский оригинал",≈50,≈13,не применимо (карманный корпус),"Molnija 3602, ручной; база конструкции Cortebert 616",under_300,evergreen,смеш.,nos_stock,molnija.md
Молния (Molnija),141,"Марьяж 3602, наручная переделка",≈44–52,≈12–16,≈52–62,донор Molnija 3602; корпус и сборка сторонние,300_500,contrarian,смеш.,nos_stock,molnija.md
Молния (Molnija),141,Automatic 40 mm Flightwatch / Pilot 2824,40,11,≈47,"автоматический калибр 2824, внешняя швейцарская ébauche",500_1k,contrarian,смеш.,nos_stock,molnija.md
Златоустовский часовой завод / Агат,142,"192-ЧС, современная сталь",60,17,≈76,"Vostok 2409A, ручной, внешний калибр",500_1k,evergreen,смеш.,active,agat-zlatoust.md
Златоустовский часовой завод / Агат,142,"191-ЧС Vodolaz, винтажный оригинал",60,≈17,≈76,советский ручной механизм; конкретный калибр проверять по экземпляру,1k_2k,contrarian,смеш.,active,agat-zlatoust.md
Златоустовский часовой завод / Агат,142,"Кристалл, декоративная линия",≈46,≈15,≈55,«механизм Агат»,2k_5k,insider_hype,оц.класс,active,agat-zlatoust.md
Vostok Europe,143,Almaz Space Station Automatic,47,≈15,≈54,Seiko/TMI NH35 automatic,500_1k,evergreen,оц.класс,active,vostok-europe.md
Vostok Europe,143,Lunokhod YM86-620A636,49,17.5,56.6,"S.Epson YM86 quartz, Japan",1k_2k,insider_hype,смеш.,active,vostok-europe.md
Vostok Europe,143,Anchar Automatic,48,≈17,≈56,Seiko/TMI NH25 либо NH35 по поколению,1k_2k,contrarian,смеш.,active,vostok-europe.md
Wempe Chronometerwerke,144,Zeitmeister Classic World Time,≈42,≈12,≈50,"ETA/Sellita-based automatic, модуль и отделка Wempe",2k_5k,evergreen,оц.класс,active,wempe-chronometerwerke.md
Wempe Chronometerwerke,144,"Marine Quartz Chronometer 10057, настольный",≈152 корпус,≈75,не применимо (настольный прибор),высокоточный кварцевый морской механизм,2k_5k,contrarian,оц.класс,active,wempe-chronometerwerke.md
Wempe Chronometerwerke,144,Chronometerwerke Automatic WG090002,≈41,≈11,≈49,фирменный автоматический калибр CW; происхождение базы раскрыто не полностью,5k_10k,contrarian,смеш.,active,wempe-chronometerwerke.md
Union Glashütte,145,Belisar Chronograph Sport,43,14.65,≈51,"UNG-27.S1, Valjoux 7750 architecture",2k_5k,evergreen,смеш.,active,union-glashutte.md
Union Glashütte,145,Noramis Date,40,10.4,≈47,"UNG-07.S1, ETA A31-derived",2k_5k,evergreen,смеш.,active,union-glashutte.md
Union Glashütte,145,1893 Johannes Dürrstein Double Moon Phase,≈41,≈12,≈49,"UNG-58.S1, ETA/Unitas-derived ручной с фирменным модулем",5k_10k,insider_hype,оц.класс,active,union-glashutte.md
Bruno Söhnle,146,Stuttgart Automatik II Big,42,10.8,≈49,"BS175, база Sellita SW200",1k_2k,evergreen,смеш.,active,bruno-sohnle.md
Bruno Söhnle,146,Algebra Limited Edition,≈34,≈7,≈40,"швейцарский Ronda quartz, доработка BS",1k_2k,contrarian,оц.класс,active,bruno-sohnle.md
Bruno Söhnle,146,Pesaro II Quartz,43,≈8,≈50,"Ronda 7003.L quartz, refined in Glashütte",1k_2k,evergreen,смеш.,active,bruno-sohnle.md
MeisterSinger,147,No.01,43,≈11.5,≈51,"Sellita SW210, ручной",2k_5k,evergreen,оц.класс,active,meistersinger.md
MeisterSinger,147,Salthora Meta,43,≈13,≈51,ETA 2824-2 base + собственный jump-hour module,2k_5k,contrarian,оц.класс,active,meistersinger.md
MeisterSinger,147,Circularis MSH01,43,≈12,≈51,"MSH01, bespoke совместная разработка со швейцарским партнёром",5k_10k,insider_hype,смеш.,active,meistersinger.md
Schaumburg Watch,148,AQM 4 1/2,≈45,≈15,≈54,ETA/Sellita automatic с фирменной модификацией,2k_5k,contrarian,оц.класс,active,schaumburg-watch.md
Schaumburg Watch,148,Gnomonik,≈42,≈12,≈50,ETA/Sellita automatic,2k_5k,insider_hype,оц.класс,active,schaumburg-watch.md
Schaumburg Watch,148,MooN Grand Perpetual / Grand Guilloché,≈43,≈14,≈52,ETA/Sellita base + Schaumburg perpetual moon module,5k_10k,insider_hype,оц.класс,active,schaumburg-watch.md
Kudoke,149,HANDwerk Kudoke 1,39,9.5,≈46,"Kudoke Kaliber 1; Habring² co-development, Valjoux 7750 gear-train architecture, сборка/отделка Kudoke",10k_15k,insider_hype,смеш.,active,kudoke.md
Kudoke,149,HANDwerk Kudoke 2,39,10.7,≈46,"Kudoke Kaliber 1 24H; Habring² co-development, сборка/отделка Kudoke",15k_plus,insider_hype,смеш.,active,kudoke.md
Kudoke,149,KUNSTwerk Real Skeleton HS1,41,9.3,≈49,"глубоко переработанная ébauche, ручная скелетонизация и гравировка",15k_plus,contrarian,смеш.,active,kudoke.md
Lang & Heyne,150,Friedrich III Manufaktur Edition,39.2,10.65,≈47,"in-house Calibre VI, ручной",15k_plus,insider_hype,смеш.,waitlist,lang-heyne.md
Lang & Heyne,150,Georg,40×32,9.4,≈40,"in-house Calibre VIII, ручной",15k_plus,insider_hype,смеш.,waitlist,lang-heyne.md
Lang & Heyne,150,Anton Tourbillon,40×32,≈10.5,≈40,"in-house Calibre IX tourbillon, ручной",15k_plus,insider_hype,смеш.,waitlist,lang-heyne.md
Moritz Grossmann,151,Benu Power Reserve,41,11.65,≈49.5,"100.2, ручной; 42 ч; 18 000 пк/ч",15k_plus,evergreen,смеш.,revived,moritz-grossmann.md
Moritz Grossmann,151,Atum Pure,41,11.35,≈49.5,"201.0, ручной; 42 ч; 18 000",15k_plus,contrarian,смеш.,revived,moritz-grossmann.md
Moritz Grossmann,151,Tefnut Silver-Plated by Friction,39,8.5,≈46.5,"102.1, ручной; 48 ч; 21 600",15k_plus,insider_hype,смеш.,revived,moritz-grossmann.md
Sarpaneva / S.U.F Helsinki,152,S.U.F Helsinki 180 N/NN,38.7,9.4,46.4,"Soprod A10, автомат; 42 ч; 28 800",2k_5k,contrarian,смеш.,active,sarpaneva.md
Sarpaneva / S.U.F Helsinki,152,Sarpaneva Korona K3 Northern Stars,44,≈10.2,≈50,"Soprod A10, автомат; 42 ч; 28 800",15k_plus,contrarian,смеш.,active,sarpaneva.md
Sarpaneva / S.U.F Helsinki,152,Sarpaneva Lunations,42,9.8,≈48,"Moonment, ручной; 60 ч; 21 600",15k_plus,insider_hype,смеш.,active,sarpaneva.md
Habring²,153,Erwin,38.5,9,≈46,"A11S, ручной jumping seconds; 48 ч; 28 800",5k_10k,evergreen,смеш.,active,habring.md
Habring²,153,Doppel-Felix,38.5,≈12,≈46,"A11R, ручной раттрапант; 48 ч; 28 800",10k_15k,evergreen,смеш.,active,habring.md
Habring²,153,Foudroyante-Felix,38.5,≈10.5,≈46,"A11F, ручной deadbeat+1/8 с; 45–48 ч; 28 800",10k_15k,insider_hype,смеш.,active,habring.md
D. Dornblüth & Sohn,154,Calibre 99.1-M,40,10,49.5,"99.1, ручной; 50 ч; 18 000",5k_10k,evergreen,смеш.,waitlist,dornbluth.md
D. Dornblüth & Sohn,154,Calibre 99.2-M Power Reserve,40,10,≈49.5,"99.2, ручной; 50 ч; 18 000",10k_15k,contrarian,смеш.,waitlist,dornbluth.md
D. Dornblüth & Sohn,154,Quintus 2010.2,38.5,10,≈47,"Quintus, ручной; ≈52 ч; 18 000",15k_plus,insider_hype,смеш.,waitlist,dornbluth.md
Greubel Forsey,155,Double Tourbillon 30° Edition Historique,44.5,≈15.8,≈52,ручной двойной турбийон; 72 ч; 21 600,15k_plus,contrarian,смеш.,active,greubel-forsey.md
Greubel Forsey,155,Quadruple Tourbillon,43.5,16.11,≈51,"ручной, 531 деталь; 50 ч; 21 600",15k_plus,insider_hype,смеш.,active,greubel-forsey.md
Greubel Forsey,155,Hand Made 1,43.5,13.5,≈50.5,ручной турбийон; 60 ч; 21 600,15k_plus,insider_hype,смеш.,active,greubel-forsey.md
Philippe Dufour,156,Simplicity,34/37,≈11,≈42/45,"cal. 11, ручной; ≈45 ч; 18 000",15k_plus,insider_hype,смеш.,vintage_only,philippe-dufour.md
Philippe Dufour,156,Duality,34,≈11,≈42,"ручной, двойной спуск; ≈42 ч; 18 000",15k_plus,insider_hype,смеш.,vintage_only,philippe-dufour.md
Philippe Dufour,156,Grande et Petite Sonnerie,≈39,≈14,≈47,ручной бой; запас не опубликован,15k_plus,insider_hype,смеш.,vintage_only,philippe-dufour.md
Roger W. Smith,157,Series 2,40,≈13,≈48,"ручной, co-axial; 36 ч; 18 000",15k_plus,insider_hype,смеш.,waitlist,roger-w-smith.md
Roger W. Smith,157,Series 4,41,≈13.5,≈49,"ручной, co-axial; ≈36 ч; 18 000",15k_plus,insider_hype,смеш.,waitlist,roger-w-smith.md
Roger W. Smith,157,Series 5 Open Dial,38,14.5,≈46,"ручной, открытый co-axial; ≈36 ч; 18 000",15k_plus,insider_hype,смеш.,waitlist,roger-w-smith.md
Romain Gauthier,158,Logical One,43,≈15,≈50,ручной chain-and-snail; 46 ч; 28 800,15k_plus,evergreen,смеш.,active,romain-gauthier.md
Romain Gauthier,158,Insight Micro-Rotor,39.5,12.9,≈47,"автомат, 22K micro-rotor; 80 ч; 28 800",15k_plus,insider_hype,смеш.,active,romain-gauthier.md
Romain Gauthier,158,Continuum Titanium,41,9.55,≈48,ручной; 60 ч; 28 800,15k_plus,contrarian,смеш.,active,romain-gauthier.md
Grönefeld,159,Parallax Tourbillon,43,12.5,≈51,ручной flying tourbillon; 72 ч; 21 600,15k_plus,insider_hype,смеш.,waitlist,gronefeld.md
Grönefeld,159,1941 Remontoire,39.5,10.5,≈47.5,ручной 8-sec remontoire; 35 ч; 21 600,15k_plus,insider_hype,смеш.,waitlist,gronefeld.md
Grönefeld,159,1941 Principia,39.5,10.5,≈47.5,"автомат, 22K ротор; 56 ч; 21 600",15k_plus,insider_hype,смеш.,waitlist,gronefeld.md
Ressence,160,Type 1 Slim,42,11,≈46,"ROCS 1.3 + ETA 2892, автомат; 36 ч; 28 800",15k_plus,evergreen,смеш.,active,ressence.md
Ressence,160,Type 3,44,15,≈48,ROCS 3.6 + ETA 2824/2; 36 ч; 28 800,15k_plus,insider_hype,смеш.,active,ressence.md
Ressence,160,Type 5,46,15.5,≈50,ROCS 5 + ETA 2824/2; 36 ч; 28 800,15k_plus,contrarian,смеш.,active,ressence.md
Trilobe,161,[Nuit Fantastique](https://trilobe.com/us/collections/nuit-fantastique/grained-silver/),38.5/40.5,9.2,45.5/48 мм,"X-Centric, автомат, микроротор; 48 ч; 4 Гц",5k_10k,insider_hype,смеш.,active,trilobe.md
Trilobe,161,[Les Matinaux](https://trilobe.com/us/collections/les-matinaux/),38.5/40.5,≈9.2,45.5/48 мм,X-Centric; 48 ч; 4 Гц,5k_10k,contrarian,смеш.,active,trilobe.md
Trilobe,161,[Une Folle Journée](https://trilobe.com/collections/une-folle-journee/),40.5,≈17.8,48 мм,X-Centric; 48 ч; 4 Гц,15k_plus,insider_hype,смеш.,active,trilobe.md
Singer Reimagined,162,Track1,43,≈15,≈49 мм,AgenGraphe 6361; 55 ч; 3 Гц,15k_plus,contrarian,смеш.,active,singer-reimagined.md
